condition,drugName,rating,usefulCount
"Gout, Acute",Indomethacin,10,47
Major Depressive Disorde,Wellbutrin XL,10,64
Depression,Zoloft,10,381
Schizoaffective Disorde,Ziprasidone,1,18
Skin or Soft Tissue Infection,Levofloxacin,10,16
Nocturnal Leg Cramps,Carisoprodol,10,63
Anxiety,Lexapro,4,23
Generalized Anxiety Disorde,Paroxetine,8,29
Urticaria,Xyzal,7,11
Allergic Rhinitis,Olopatadine,1,10
Bowel Preparation,Citric acid / magnesium oxide / sodium picosulfate,1,3
Migraine,Relpax,10,14
Birth Control,Apri,10,5
Anxiety,Lexapro,9,12
Anxiety,Venlafaxine,9,22
Birth Control,Ethinyl estradiol / norethindrone,1,3
Multiple Sclerosis,Dalfampridine,9,62
Anxiety,Paroxetine,10,5
Birth Control,Implanon,4,5
Epilepsy,Dilantin,8,2
Insomnia,Quetiapine,10,43
10</span> users found this comment helpful.,Tri-Sprintec,4,10
Smoking Cessation,Varenicline,10,61
Bipolar Disorde,Clonazepam,10,66
Prostate Cance,Leuprolide,8,23
Urticaria,Cetirizine,9,42
Obesity,Liraglutide,10,16
Urinary Tract Infection,Macrobid,6,7
Birth Control,Ethinyl estradiol / norethindrone,9,14
Narcolepsy,Methylphenidate,8,7
Anal Fissure and Fistula,Nitroglycerin,9,5
Birth Control,ParaGard,10,11
Smoking Cessation,Chantix,10,22
Birth Control,Mirena,10,4
Birth Control,Ortho Evra,4,2
"Onychomycosis, Toenail",Terbinafine,10,7
Depression,Celexa,9,28
Narcolepsy,Ritalin,8,49
"Diabetes, Type 2",Exubera,10,3
Rheumatoid Arthritis,Hydroxychloroquine,3,82
Anxiety,Trazodone,9,4
Acne,Loestrin 24 Fe,1,5
HIV Infection,Genvoya,8,5
Birth Control,Enskyce,1,2
Depression,Mirtazapine,7,16
Parkinson's Disease,Stalevo,9,13
Birth Control,Ethinyl estradiol / norethindrone,1,3
Birth Control,Ethinyl estradiol / norethindrone,6,11
Migraine,Amerge,10,19
Anxiety,Lorazepam,1,34
ibromyalgia,Milnacipran,8,109
Schizophrenia,Lurasidone,9,27
Birth Control,Levonorgestrel,10,24
"Constipation, Chronic",Lubiprostone,10,69
High Cholesterol,Simcor,8,9
Bacterial Vaginitis,Tinidazole,10,12
Premenstrual Dysphoric Disorde,Zoloft,7,52
Birth Control,Mirena,5,3
Birth Control,Levonorgestrel,8,12
Birth Control,Sprintec,9,9
Multiple Sclerosis,Avonex Pen,10,6
Weight Loss,Lorcaserin,10,22
Chronic Pain,Methadose,10,110
Chlamydia Infection,Azithromycin,8,2
Vaginal Yeast Infection,Miconazole,1,8
Chronic Pain,Acetaminophen / oxycodone,8,55
Influenza,Oseltamivir,10,5
HIV Infection,Abacavir / dolutegravir / lamivudine,10,3
Migraine,Sumatriptan,5,11
Generalized Anxiety Disorde,Paxil,7,11
Migraine,Cambia,9,9
Psoriasis,Methotrexate,8,49
Muscle Spasm,Tizanidine,6,55
Acne,Ethinyl estradiol / norgestimate,1,0
Birth Control,Skyla,8,0
ADHD,Adderall,9,9
atigue,Amphetamine / dextroamphetamine,5,4
Obesity,Phentermine,10,15
Chronic Pain,Exalgo,10,62
Restless Legs Syndrome,Ropinirole,10,71
2</span> users found this comment helpful.,Nexplanon,2,2
,Guaifenesin,9,10
Birth Control,Levonorgestrel,10,43
Panic Disorde,Paroxetine,6,21
Depression,Zoloft,9,107
Panic Disorde,Sertraline,9,36
Urinary Tract Infection,Sulfamethoxazole / trimethoprim,1,2
Birth Control,Etonogestrel,10,5
Anxiety,Clonazepam,9,63
Major Depressive Disorde,Desvenlafaxine,10,27
Rosacea,Minocycline,10,19
Pain,Ketorolac,8,8
Hypersomnia,Nuvigil,10,17
Birth Control,Depo-Provera,10,7
Obesity,Belviq,10,42
Epilepsy,Tegretol,10,29
ibromyalgia,Desvenlafaxine,4,13
Urinary Incontinence,VESIcare,8,42
Muscle Spasm,Tizanidine,10,81
Birth Control,Ethinyl estradiol / norgestimate,5,6
Depression,Venlafaxine,6,28
Obesity,Qsymia,9,73
Human Papilloma Virus,Imiquimod,8,11
Obesity,Belviq,9,19
Birth Control,Skyla,10,6
Weight Loss,Lorcaserin,10,49
Obesity,Liraglutide,9,33
Depression,Celexa,8,44
Bipolar Disorde,Lurasidone,8,96
Endometriosis,Depo-Provera,2,14
Acne,Epiduo,9,6
Heart Attack,Plavix,10,37
Depression,Venlafaxine,9,5
Depression,Desvenlafaxine,1,31
Urinary Tract Infection,Levofloxacin,1,55
Anxiety,Paxil,9,59
Insomnia,Quetiapine,10,38
Major Depressive Disorde,Vortioxetine,8,8
High Cholesterol,Atorvastatin,3,36
Birth Control,Dienogest / estradiol,1,9
Depression,Wellbutrin,2,98
"Gout, Acute",Methylprednisolone,9,17
High Blood Pressure,Amlodipine,1,68
Erectile Dysfunction,Tadalafil,10,32
Pain,Norco,8,19
Anxiety and Stress,Sertraline,10,15
COPD,Roflumilast,9,69
Depression,Pristiq,8,21
Birth Control,Minastrin 24 Fe,2,20
Pain,Diclofenac,1,5
Birth Control,Levonorgestrel,3,4
Birth Control,Nexplanon,10,0
Pain,Opana,7,35
"Diabetes, Type 2",Dulaglutide,10,15
Duodenal Ulce,Donnatal,10,8
Acne,Beyaz,10,23
Birth Control,Depo-Provera,1,11
Birth Control,TriNessa,5,5
Migraine Prevention,Depakote ER,8,36
Alzheimer's Disease,Donepezil,1,20
Hepatitis C,Sofosbuvir,10,8
Birth Control,Drospirenone / ethinyl estradiol,2,6
Vaginal Yeast Infection,Monistat 7,1,3
Insomnia,Zolpidem,1,7
Depression,Wellbutrin,9,117
Restless Legs Syndrome,Horizant,10,90
Sinusitis,Cefdinir,10,24
Abnormal Uterine Bleeding,Mirena,5,2
"COPD, Maintenance",Brovana,10,27
Constipation,Dulcolax,10,2
Insomnia,Tylenol PM,3,23
Obesity,Saxenda,9,32
Birth Control,Levonorgestrel,9,0
Pain,Percocet,9,15
Rheumatoid Arthritis,Sulfasalazine,1,1
Hyperhidrosis,Aluminum chloride hexahydrate,9,9
Smoking Cessation,Nicotine,10,30
Migraine,Reglan,6,18
Sinusitis,Levofloxacin,5,5
Pain,Acetaminophen / hydrocodone,3,10
Pain,Toradol,10,12
Birth Control,Nexplanon,5,1
Major Depressive Disorde,Seroquel XR,9,3
Emergency Contraception,Plan B,9,28
"Asthma, Maintenance",Dulera,5,27
Birth Control,Mibelas 24 Fe,8,0
Depression,Cymbalta,7,23
Anxiety,Ativan,9,12
Generalized Anxiety Disorde,Escitalopram,6,38
Opiate Dependence,Naltrexone,5,41
Birth Control,Portia,3,3
Insomnia,Temazepam,10,124
Acne,Clindamycin / tretinoin,7,8
Pain,Meperidine,10,12
Anxiety,Hydroxyzine,1,38
Anesthesia,Propofol,10,41
Migraine,Gabapentin,10,80
Birth Control,Nexplanon,2,2
Birth Control,Ethinyl estradiol / norgestrel,1,3
Migraine Prevention,Topamax,1,35
"Diabetes, Type 2",Dapagliflozin,6,26
Overactive Bladde,Myrbetriq,9,114
Anxiety and Stress,Prozac,6,51
Bipolar Disorde,Aripiprazole,10,6
Anxiety,Diazepam,9,156
Pain,Hysingla ER,6,19
Anxiety and Stress,Celexa,10,63
Weight Loss,Belviq,10,118
Weight Loss,Lorcaserin,1,11
Atrial Fibrillation,Propafenone,9,31
Chronic Pain,OxyContin,10,56
Insomnia,Lunesta,6,23
Nausea/Vomiting,Ondansetron,10,40
Birth Control,Ethinyl estradiol / levonorgestrel,8,3
Pain,Acetaminophen / hydrocodone,9,20
Birth Control,Liletta,10,8
Chlamydia Infection,Azithromycin,1,3
Chronic Pain,Oxycodone,10,26
Urinary Tract Infection,Trimethoprim,1,5
Basal Cell Carcinoma,Fluorouracil,1,17
Birth Control,Ortho Micronor,7,8
GERD,Prevacid,10,13
Depression,Bupropion,10,21
Acne,Doxycycline,8,59
Anesthesia,Propofol,10,9
Birth Control,Sprintec,1,0
Overactive Bladde,OnabotulinumtoxinA,10,62
"Diabetes, Type 2",Dulaglutide,9,17
ADHD,Aptensio XR,5,6
Barrett's Esophagus,Omeprazole,10,9
Androgenetic Alopecia,Finasteride,9,56
Benign Prostatic Hyperplasia,Rapaflo,8,86
Osteoarthritis,Duexis,4,7
Acne,Clindamycin / tretinoin,3,2
Birth Control,Ethinyl estradiol / etonogestrel,10,2
ADHD,Adderall,5,20
Influenza,Tamiflu,10,0
Depression,Viibryd,10,32
Insomnia,Rozerem,9,51
"Hypothyroidism, After Thyroid Removal",Synthroid,8,32
Bipolar Disorde,Seroquel,3,21
Seizures,Levetiracetam,3,3
Acne,Differin,9,159
Opiate Dependence,Buprenorphine / naloxone,9,24
Depression,Doxepin,1,6
Emergency Contraception,Levonorgestrel,10,110
Birth Control,Tri-Sprintec,7,9
Birth Control,Etonogestrel,4,18
Birth Control,Etonogestrel,9,11
Birth Control,Ethinyl estradiol / levonorgestrel,1,3
Obesity,Orlistat,10,72
Obesity,Qsymia,8,69
Depression,Nuvigil,2,14
Depression,Vortioxetine,1,32
Birth Control,Lo Loestrin Fe,9,13
Bipolar Disorde,Ziprasidone,1,33
Birth Control,Levonorgestrel,2,4
Birth Control,Ethinyl estradiol / levonorgestrel,2,2
Headache,Acetaminophen / dichloralphenazone / isometheptene mucate,9,7
Ankylosing Spondylitis,Etanercept,7,10
Postpartum Depression,Citalopram,1,1
Depression,Desvenlafaxine,9,8
High Cholesterol,Crestor,10,44
Restless Legs Syndrome,Pramipexole,9,52
Opioid Overdose,Narcan Injection,10,17
Erectile Dysfunction,Sildenafil,1,26
Insomnia,Eszopiclone,9,91
High Cholesterol,Lipitor,10,65
Birth Control,Yasmin,9,0
Smoking Cessation,Chantix,10,11
Prevention of Bladder infection,Macrodantin,10,116
Weight Loss,Phentermine,10,32
Bowel Preparation,Suprep Bowel Prep Kit,4,8
ADHD,Intuniv,3,27
Depression,Cymbalta,10,70
Depression,Risperidone,10,30
GERD,Pantoprazole,10,82
Infection Prophylaxis,Sulfamethoxazole / trimethoprim,10,0
Perimenopausal Symptoms,Clonidine,8,3
Depression,Citalopram,3,11
Birth Control,Etonogestrel,5,8
Obesity,Bupropion / naltrexone,10,30
Seizures,Keppra,4,61
Birth Control,Mirena,10,1
Emergency Contraception,Levonorgestrel,10,19
Birth Control,Xulane,7,3
Benign Prostatic Hyperplasia,Tamsulosin,8,155
Depression,Bupropion,10,76
ibromyalgia,Gabapentin,7,40
Anxiety,Hydroxyzine,9,26
Epilepsy,Keppra XR,3,7
Panic Disorde,Pristiq,8,18
Birth Control,Etonogestrel,3,7
Cold Sores,Acyclovir,1,2
Anxiety,Desvenlafaxine,9,5
Hepatitis C,Ledipasvir / sofosbuvir,10,10
Headache,Acetaminophen / butalbital / caffeine,10,8
Rosacea,MetroCream,6,12
Birth Control,Skyla,7,3
Birth Control,Yasmin,6,5
Obesity,Phentermine,10,24
Multiple Sclerosis,Copaxone,9,23
Birth Control,Medroxyprogesterone,9,9
Bowel Preparation,Magnesium sulfate / potassium sulfate / sodium sulfate,10,5
Birth Control,Ethinyl estradiol / norelgestromin,10,18
Birth Control,Aubra,9,2
Bipolar Disorde,Ziprasidone,10,3
Narcolepsy,Armodafinil,2,59
"Onychomycosis, Toenail",Fluconazole,10,2
Pain,Tylenol,1,33
Swine Flu,Oseltamivir,9,5
Pain,Oxymorphone,8,17
Birth Control,Larin Fe 1.5 / 30,3,5
Smoking Cessation,Chantix,5,7
Bipolar Disorde,Quetiapine,10,12
Dry Eye Disease,Xiidra,1,14
Bowel Preparation,Suprep Bowel Prep Kit,7,6
Birth Control,Tri-Sprintec,7,7
Sinusitis,Azithromycin,10,37
Ulcerative Proctitis,Pentasa,9,1
Acne,Sulfamethoxazole / trimethoprim,10,47
Birth Control,Ethinyl estradiol / norethindrone,5,6
ibromyalgia,Amitriptyline,9,122
Acne,Epiduo,10,9
Sinusitis,Levaquin,2,22
Rheumatoid Arthritis,Enbrel,3,35
"Organ Transplant, Rejection Prophylaxis",Tacrolimus,9,14
Bipolar Disorde,Lurasidone,3,27
Bowel Preparation,Polyethylene glycol 3350 with electrolytes,8,11
Depression,Bupropion,1,11
Generalized Anxiety Disorde,Paxil,5,21
Birth Control,Ethinyl estradiol / norethindrone,3,7
Depression,Paroxetine,10,384
Anxiety,Lexapro,10,24
Human Papilloma Virus,Imiquimod,1,5
Depression,Luvox,1,18
Anxiety,Hydroxyzine,9,55
High Blood Pressure,Lotrel,10,0
Nausea/Vomiting,Ondansetron,10,7
,Conjugated estrogens / medroxyprogesterone,1,5
Reflex Sympathetic Dystrophy Syndrome,Nortriptyline,3,11
Osteoarthritis,Sodium hyaluronate,10,33
Alcohol Withdrawal,Chlordiazepoxide,10,130
Narcolepsy,Adderall XR,9,28
Birth Control,Copper,9,3
Endometriosis,Ethinyl estradiol / norgestrel,9,14
Insomnia,Trazodone,3,19
Birth Control,Implanon,10,1
Benzodiazepine Withdrawal,Klonopin,8,69
Heart Failure,Carvedilol,10,28
"Constipation, Chronic",Linaclotide,9,48
Chronic Pain,Ultram,10,41
Social Anxiety Disorde,Paroxetine,10,92
Acne,Tretinoin,10,36
Rheumatoid Arthritis,Humira,3,39
Anxiety and Stress,Prozac,6,38
Birth Control,Drospirenone / ethinyl estradiol,2,2
Epilepsy,Levetiracetam,7,23
Irritable Bowel Syndrome,Viberzi,1,18
"High Cholesterol, Familial Heterozygous",Evolocumab,10,37
Dental Abscess,Metronidazole,2,16
Chlamydia Infection,Doxycycline,9,7
Birth Control,Ethinyl estradiol / norgestimate,1,19
Birth Control,Depo-Provera,1,8
Bowel Preparation,Suprep Bowel Prep Kit,8,21
Opiate Dependence,Buprenorphine / naloxone,7,26
Pain,Amitriptyline,9,44
Birth Control,Levonorgestrel,1,10
Birth Control,Ethinyl estradiol / levonorgestrel,10,8
Osteoarthritis,Synvisc-One,1,21
HIV Infection,Triumeq,4,10
Birth Control,Lo Loestrin Fe,10,7
Birth Control,Ethinyl estradiol / levonorgestrel,4,2
Weight Loss,Phentermine,8,3
0</span> users found this comment helpful.,Drysol,9,0
Restless Legs Syndrome,Gabapentin enacarbil,4,1
Birth Control,Ethinyl estradiol / norgestimate,10,3
"Diabetes, Type 2",Glucophage,9,113
Weight Loss,Phentermine,8,7
Birth Control,Sprintec,1,15
Pain,Acetaminophen / oxycodone,9,20
Bipolar Disorde,Abilify,1,38
Birth Control,Implanon,9,2
Generalized Anxiety Disorde,Citalopram,2,4
Bacterial Infection,Metronidazole,1,10
Muscle Spasm,Soma,10,86
Nausea/Vomiting,Zofran,9,6
Back Pain,Acetaminophen / hydrocodone,2,9
Back Pain,Acetaminophen / hydrocodone,8,16
Otitis Media,Antipyrine / benzocaine,10,18
Underactive Thyroid,Liothyronine,10,146
Birth Control,Etonogestrel,10,18
Pe,Propranolol,7,11
Anxiety,Trazodone,8,73
High Blood Pressure,Metoprolol,10,77
Generalized Anxiety Disorde,Effexor XR,8,14
Weight Loss,Lorcaserin,8,1
Cough,Codeine / guaifenesin,6,24
Abnormal Uterine Bleeding,Depo-Provera,3,7
Herpes Simplex,Docosanol,10,13
Cough and Nasal Congestion,Q-Tapp DM,8,2
Emergency Contraception,Levonorgestrel,10,12
Acne,Ethinyl estradiol / norgestimate,10,13
Meniere's Disease,Valium,10,0
Birth Control,Skyla,7,0
Anxiety,Pristiq,10,8
Migraine,Sumatriptan,5,8
Emergency Contraception,Plan B,10,5
Bipolar Disorde,Effexor,10,79
Birth Control,Medroxyprogesterone,3,13
Birth Control,Etonogestrel,1,4
Obesity,Orlistat,10,174
Pain,Acetaminophen / hydrocodone,10,48
Obesity,Lorcaserin,10,36
HIV Infection,Efavirenz,8,1
Chronic Pain,OxyContin,10,16
Emergency Contraception,Levonorgestrel,10,6
Anxiety,Paroxetine,5,64
Cough and Nasal Congestion,Chlorpheniramine / hydrocodone / pseudoephedrine,10,10
Chronic Pain,Percocet,9,65
Vaginal Yeast Infection,Tioconazole,1,7
Insomnia,Trazodone,9,31
Abnormal Uterine Bleeding,Levonorgestrel,10,29
Weight Loss,Adipex-P,10,33
Birth Control,Lutera,8,17
Back Pain,Norco,8,16
Major Depressive Disorde,Wellbutrin XL,9,1
Insomnia,Zolpidem,10,9
Migraine Prevention,Topiramate,10,33
Endometriosis,Zoladex,10,2
Anxiety,Effexor XR,10,49
Postmenopausal Symptoms,Estradiol,7,10
Bipolar Disorde,Topamax,10,58
Insomnia,Trazodone,9,70
"Melanoma, Metastatic",Keytruda,8,16
Bowel Preparation,Suprep Bowel Prep Kit,10,23
Erectile Dysfunction,Vardenafil,8,16
Chronic Pain,Roxicodone,10,56
Muscle Spasm,Valium,10,83
Asthma,Montelukast,2,12
Birth Control,Implanon,8,2
Not Listed / Othe,Amphetamine / dextroamphetamine,10,2
Psoriasis,Methotrexate,8,67
Anxiety,Alprazolam,1,9
Nausea/Vomiting,Phenergan,10,27
Weight Loss,Qsymia,9,49
Obsessive Compulsive Disorde,Sertraline,9,88
Birth Control,Levonorgestrel,8,1
Obesity,Bupropion / naltrexone,1,11
Panic Disorde,Buspirone,10,184
Depression,Duloxetine,8,13
"Diabetes, Type 2",Empagliflozin / linagliptin,9,0
Birth Control,Etonogestrel,7,2
Birth Control,Ethinyl estradiol / norethindrone,8,4
Birth Control,Levonorgestrel,3,6
"Asthma, Maintenance",Singulair,9,23
Pain,Tramadol,9,18
Anxiety,Buspirone,5,8
Bipolar Disorde,Saphris,9,12
Birth Control,Nexplanon,9,4
Erectile Dysfunction,Viagra,6,7
High Blood Pressure,Amlodipine,5,92
Ovarian Cysts,Ethinyl estradiol / levonorgestrel,7,4
ibromyalgia,Duloxetine,8,83
ADHD,Amphetamine / dextroamphetamine,10,79
Non-Hodgkin's Lymphoma,Rituxan,9,65
Birth Control,Levonorgestrel,10,4
Restless Legs Syndrome,Tramadol,10,14
"Onychomycosis, Toenail",Jublia,3,21
Rheumatoid Arthritis,Etanercept,9,64
Endometriosis,Medroxyprogesterone,9,8
Opiate Dependence,Vivitrol,10,66
Allergic Rhinitis,Singulair,10,17
COPD,Fluticasone / vilanterol,9,21
Depression,Vortioxetine,4,4
4</span> users found this comment helpful.,Depo-Provera,2,4
Birth Control,Ethinyl estradiol / norethindrone,1,8
Birth Control,Nexplanon,4,2
Back Pain,Naproxen,7,33
Smoking Cessation,Varenicline,9,7
Pain,Fentanyl Transdermal System,10,72
Endometriosis,Sprintec,1,9
Nausea/Vomiting of Pregnancy,Diclegis,8,3
Birth Control,Implanon,1,5
Cough,Hydromet,4,21
Pain,Zipsor,10,18
Constipation,Milk of Magnesia,10,21
Birth Control,Levonorgestrel,8,7
Not Listed / Othe,Melatonin,7,10
Osteoarthritis,Duloxetine,5,54
Ovarian Cysts,Seasonique,9,3
Bowel Preparation,MoviPrep,9,30
Abnormal Uterine Bleeding,Norethindrone,1,2
Weight Loss,Bupropion / naltrexone,10,20
Vaginal Yeast Infection,Tioconazole,10,6
Acne,Aczone,1,8
"Constipation, Acute",Lactulose,10,5
Depression,Pristiq,9,34
Depression,Pristiq,10,42
Vaginal Yeast Infection,Tioconazole,10,0
,Bupropion / naltrexone,1,0
Birth Control,Etonogestrel,10,0
Depression,Tramadol,10,24
Birth Control,Etonogestrel,6,17
Chlamydia Infection,Azithromycin,8,4
Birth Control,Drospirenone / ethinyl estradiol,1,0
Insomnia,Doxepin,10,36
"Diabetes, Type 2",Pioglitazone,10,30
Nightmares,Prazosin,8,11
Allergic Rhinitis,Desloratadine,7,3
Insomnia,Temazepam,1,13
Crohn's Disease,Entyvio,9,8
Non-Small Cell Lung Cance,Gefitinib,9,18
Acne,Accutane,9,18
Birth Control,Skyla,10,9
Inflammatory Conditions,Meloxicam,9,19
Bipolar Disorde,Duloxetine,1,20
Birth Control,Ethinyl estradiol / levonorgestrel,3,8
Birth Control,Ethinyl estradiol / levonorgestrel,7,11
Obesity,Orlistat,9,140
Anxiety,Hydroxyzine,1,8
Pain,Fentanyl,4,65
Birth Control,Etonogestrel,1,7
ADHD,Atomoxetine,10,19
Acne,Doxycycline,8,22
Postherpetic Neuralgia,Gabapentin enacarbil,10,42
Cold Symptoms,Bronkaid,10,5
Obsessive Compulsive Disorde,Quetiapine,8,10
Depression,Niacin,10,185
Schizophrenia,Paliperidone,10,22
Acne,Clindamycin,7,0
Acne,Ethinyl estradiol / norgestimate,6,4
Birth Control,Etonogestrel,10,0
Birth Control,Drospirenone / ethinyl estradiol / levomefolate calcium,9,13
Motion Sickness,Scopolamine,10,13
Birth Control,Nexplanon,1,13
8</span> users found this comment helpful.,Zoloft,7,8
"Conjunctivitis, Allergic",Sterapred,9,6
Skin or Soft Tissue Infection,Amoxicillin / clavulanate,5,8
Birth Control,Kariva,1,5
Birth Control,Etonogestrel,5,0
Interstitial Cystitis,Pentosan polysulfate sodium,9,36
Chronic Pain,Hydromorphone,10,93
High Cholesterol,Rosuvastatin,6,75
Obesity,Adipex-P,10,29
Anxiety,Clonazepam,9,18
Ulcerative Colitis,Mesalamine,9,4
Atopic Dermatitis,Tacrolimus,9,13
Diabetic Peripheral Neuropathy,Gabapentin,10,42
Alcohol Dependence,Campral,7,48
Insomnia,Flurazepam,10,61
Cough and Nasal Congestion,Zutripro,10,12
Major Depressive Disorde,Vilazodone,9,27
Rhinitis,Fluticasone,1,28
Pain,Vicodin,10,6
Insomnia,Ambien,9,45
Insomnia,Ambien,4,7
Postmenopausal Symptoms,Estradiol,10,20
Restless Legs Syndrome,Mirapex,6,25
ADHD,Atomoxetine,7,13
Abnormal Uterine Bleeding,Medroxyprogesterone,5,47
Eczema,Mometasone,10,53
Acne,Yaz,9,30
Birth Control,Sronyx,10,10
Abnormal Uterine Bleeding,Depo-Provera,3,8
Birth Control,Mirena,10,5
Headache,Fioricet,10,41
"Asthma, Maintenance",Singulair,10,86
Emergency Contraception,Plan B One-Step,6,9
Birth Control,Ethinyl estradiol / norethindrone,1,6
Migraine,Metoclopramide,10,1
Restless Legs Syndrome,Pramipexole,10,24
Anxiety and Stress,Celexa,2,26
Birth Control,Tri-Sprintec,10,6
Herbal Supplementation,Milk thistle,10,4
Endometriosis,Leuprolide,1,1
Obesity,Belviq,1,17
Otitis Media,Cefdinir,6,10
Acne,Tretinoin,10,42
Constipation,Magnesium citrate,10,27
Bacterial Infection,Metronidazole,8,4
Pain,Methadone,5,23
Depression,Citalopram,8,21
Schizophrenia,Olanzapine,5,1
Sinusitis,Cefdinir,8,12
Pain,Methadone,10,20
Anesthesia,Lidocaine,10,0
Vaginal Yeast Infection,Miconazole,7,8
Postherpetic Neuralgia,Pregabalin,9,24
Birth Control,Ethinyl estradiol / norgestimate,9,8
Muscle Spasm,Metaxalone,9,37
Depression,Duloxetine,1,16
Sedation,Hydroxyzine,9,54
Major Depressive Disorde,Vilazodone,8,57
Panic Disorde,Sertraline,10,63
Birth Control,Etonogestrel,9,6
Bowel Preparation,Magnesium sulfate / potassium sulfate / sodium sulfate,8,14
Multiple Sclerosis,Glatiramer,8,25
Multiple Sclerosis,Tecfidera,10,45
Restless Legs Syndrome,Gabapentin,5,28
Anxiety and Stress,Fluoxetine,6,40
Generalized Anxiety Disorde,Escitalopram,1,11
Obesity,Saxenda,9,51
Bowel Preparation,Magnesium sulfate / potassium sulfate / sodium sulfate,6,7
Vaginal Yeast Infection,Miconazole,3,1
Abnormal Uterine Bleeding,Depo-Provera,5,8
Pharyngitis,Prednisone,9,6
Acne,Benzoyl peroxide / erythromycin,1,8
Insomnia,Mirtazapine,9,48
Depression,Fluoxetine,8,210
Bipolar Disorde,Seroquel,6,11
"Burns, External",Benzocaine,10,6
Birth Control,Etonogestrel,6,0
1</span> users found this comment helpful.,Xulane,2,1
Weight Loss,Lorcaserin,9,80
Birth Control,Minastrin 24 Fe,7,2
Psoriasis,Ustekinumab,9,17
Birth Control,Nexplanon,4,1
Birth Control,Etonogestrel,2,0
ibromyalgia,Mucinex,10,69
Pain,Acetaminophen / hydrocodone,8,8
"Crohn's Disease, Maintenance",Adalimumab,1,7
Weight Loss,Bupropion / naltrexone,7,3
Birth Control,Ethinyl estradiol / norgestimate,9,36
"COPD, Maintenance",Tiotropium,2,141
Migraine Prevention,Amitriptyline,10,57
Nausea/Vomiting of Pregnancy,Doxylamine / pyridoxine,2,8
Menorrhagia,Tranexamic acid,9,40
Depression,Sertraline,10,302
